grouping,metric,unit,row,column,mean,available_n,eligible_n
treatment,expected_utilitarian_welfare_regret,utility,Contract penalty,Weighted mean,5.9094921875,128,128
treatment,expected_utilitarian_welfare_regret,utility,Side payment,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,expected_utilitarian_welfare_regret,utility,Side payment,Chicken — Escalation,0.0,32,32
treatment,expected_utilitarian_welfare_regret,utility,Side payment,Stag Hunt — Incident response,3.61328125,32,32
treatment,expected_utilitarian_welfare_regret,utility,Side payment,Battle of the Sexes — Protocol selection,23.9,32,32
treatment,expected_utilitarian_welfare_regret,utility,Side payment,Weighted mean,6.8783203125,128,128
treatment,expected_utilitarian_welfare_regret,utility,Trusted mediator,Prisoner's Dilemma — Deployment race,0.8360937500000001,32,32
treatment,expected_utilitarian_welfare_regret,utility,Trusted mediator,Chicken — Escalation,0.1728125,32,32
treatment,expected_utilitarian_welfare_regret,utility,Trusted mediator,Stag Hunt — Incident response,0.0,32,32
treatment,expected_utilitarian_welfare_regret,utility,Trusted mediator,Battle of the Sexes — Protocol selection,1.30625,32,32
treatment,expected_utilitarian_welfare_regret,utility,Trusted mediator,Weighted mean,0.5787890625,128,128
treatment,expected_utilitarian_welfare_regret,utility,Average,Prisoner's Dilemma — Deployment race,0.7651041666666667,192,192
treatment,expected_utilitarian_welfare_regret,utility,Average,Chicken — Escalation,0.7196875,192,192
treatment,expected_utilitarian_welfare_regret,utility,Average,Stag Hunt — Incident response,4.493776041666667,192,192
treatment,expected_utilitarian_welfare_regret,utility,Average,Battle of the Sexes — Protocol selection,14.966041666666667,192,192
treatment,expected_utilitarian_welfare_regret,utility,Average,Weighted mean,5.23615234375,768,768
treatment,expected_egalitarian_welfare_regret,utility,Baseline,Prisoner's Dilemma — Deployment race,2.478125,32,32
treatment,expected_egalitarian_welfare_regret,utility,Baseline,Chicken — Escalation,0.08125,32,32
treatment,expected_egalitarian_welfare_regret,utility,Baseline,Stag Hunt — Incident response,9.473437500000001,32,32
treatment,expected_egalitarian_welfare_regret,utility,Baseline,Battle of the Sexes — Protocol selection,9.2578125,32,32
treatment,expected_egalitarian_welfare_regret,utility,Baseline,Weighted mean,5.3226562500000005,128,128
treatment,expected_egalitarian_welfare_regret,utility,Communication,Prisoner's Dilemma — Deployment race,2.059375,32,32
treatment,expected_egalitarian_welfare_regret,utility,Communication,Chicken — Escalation,0.40625,32,32
treatment,expected_egalitarian_welfare_regret,utility,Communication,Stag Hunt — Incident response,6.975781250000001,32,32
treatment,expected_egalitarian_welfare_regret,utility,Communication,Battle of the Sexes — Protocol selection,11.7265625,32,32
treatment,expected_egalitarian_welfare_regret,utility,Communication,Weighted mean,5.2919921875,128,128
treatment,expected_egalitarian_welfare_regret,utility,Binding commitment,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,expected_egalitarian_welfare_regret,utility,Binding commitment,Chicken — Escalation,0.0,32,32
treatment,expected_egalitarian_welfare_regret,utility,Binding commitment,Stag Hunt — Incident response,0.0,32,32
treatment,expected_egalitarian_welfare_regret,utility,Binding commitment,Battle of the Sexes — Protocol selection,0.0,32,32
treatment,expected_egalitarian_welfare_regret,utility,Binding commitment,Weighted mean,0.0,128,128
treatment,expected_egalitarian_welfare_regret,utility,Contract penalty,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,expected_egalitarian_welfare_regret,utility,Contract penalty,Chicken — Escalation,0.7006249999999998,32,32
treatment,expected_egalitarian_welfare_regret,utility,Contract penalty,Stag Hunt — Incident response,0.53828125,32,32
treatment,expected_egalitarian_welfare_regret,utility,Contract penalty,Battle of the Sexes — Protocol selection,10.4125,32,32
treatment,expected_egalitarian_welfare_regret,utility,Contract penalty,Weighted mean,2.9128515624999998,128,128
treatment,expected_egalitarian_welfare_regret,utility,Side payment,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,expected_egalitarian_welfare_regret,utility,Side payment,Chicken — Escalation,0.0,32,32
treatment,expected_egalitarian_welfare_regret,utility,Side payment,Stag Hunt — Incident response,2.69140625,32,32
treatment,expected_egalitarian_welfare_regret,utility,Side payment,Battle of the Sexes — Protocol selection,11.375,32,32
treatment,expected_egalitarian_welfare_regret,utility,Side payment,Weighted mean,3.5166015625,128,128
treatment,expected_egalitarian_welfare_regret,utility,Trusted mediator,Prisoner's Dilemma — Deployment race,0.8875,32,32
treatment,expected_egalitarian_welfare_regret,utility,Trusted mediator,Chicken — Escalation,2.03125,32,32
treatment,expected_egalitarian_welfare_regret,utility,Trusted mediator,Stag Hunt — Incident response,0.0,32,32
treatment,expected_egalitarian_welfare_regret,utility,Trusted mediator,Battle of the Sexes — Protocol selection,0.6171875,32,32
treatment,expected_egalitarian_welfare_regret,utility,Trusted mediator,Weighted mean,0.883984375,128,128
treatment,expected_egalitarian_welfare_regret,utility,Average,Prisoner's Dilemma — Deployment race,0.9041666666666667,192,192
treatment,expected_egalitarian_welfare_regret,utility,Average,Chicken — Escalation,0.5365624999999999,192,192
treatment,expected_egalitarian_welfare_regret,utility,Average,Stag Hunt — Incident response,3.2798177083333333,192,192
treatment,expected_egalitarian_welfare_regret,utility,Average,Battle of the Sexes — Protocol selection,7.231510416666667,192,192
treatment,expected_egalitarian_welfare_regret,utility,Average,Weighted mean,2.988014322916667,768,768
treatment,expected_utility,utility,Baseline,Prisoner's Dilemma — Deployment race,1.890234375,32,32
treatment,expected_utility,utility,Baseline,Chicken — Escalation,2.97234375,32,32
treatment,expected_utility,utility,Baseline,Stag Hunt — Incident response,0.31015625000000024,32,32
treatment,expected_utility,utility,Baseline,Battle of the Sexes — Protocol selection,-4.696875,32,32
treatment,expected_utility,utility,Baseline,Weighted mean,0.1189648437499999,128,128
treatment,expected_utility,utility,Communication,Prisoner's Dilemma — Deployment race,2.1525,32,32
treatment,expected_utility,utility,Communication,Chicken — Escalation,3.02171875,32,32
treatment,expected_utility,utility,Communication,Stag Hunt — Incident response,1.6886718750000003,32,32
treatment,expected_utility,utility,Communication,Battle of the Sexes — Protocol selection,-7.309375,32,32
treatment,expected_utility,utility,Communication,Weighted mean,-0.11162109375000011,128,128
treatment,expected_utility,utility,Binding commitment,Prisoner's Dilemma — Deployment race,2.96,32,32
treatment,expected_utility,utility,Binding commitment,Chicken — Escalation,3.355,32,32
treatment,expected_utility,utility,Binding commitment,Stag Hunt — Incident response,6.65,32,32
treatment,expected_utility,utility,Binding commitment,Battle of the Sexes — Protocol selection,5.1,32,32
treatment,expected_utility,utility,Binding commitment,Weighted mean,4.51625,128,128
treatment,expected_utility,utility,Contract penalty,Prisoner's Dilemma — Deployment race,2.69,32,32
treatment,expected_utility,utility,Contract penalty,Chicken — Escalation,1.72828125,32,32
treatment,expected_utility,utility,Contract penalty,Stag Hunt — Incident response,6.006484375,32,32
treatment,expected_utility,utility,Contract penalty,Battle of the Sexes — Protocol selection,-5.25875,32,32
treatment,expected_utility,utility,Contract penalty,Weighted mean,1.2915039062499998,128,128
treatment,expected_utility,utility,Side payment,Prisoner's Dilemma — Deployment race,5.960000000000001,32,32
treatment,expected_utility,utility,Side payment,Chicken — Escalation,5.960000000000001,32,32
treatment,expected_utility,utility,Side payment,Stag Hunt — Incident response,7.843359375,32,32
treatment,expected_utility,utility,Side payment,Battle of the Sexes — Protocol selection,-3.8500000000000005,32,32
treatment,expected_utility,utility,Side payment,Weighted mean,3.97833984375,128,128
treatment,expected_utility,utility,Trusted mediator,Prisoner's Dilemma — Deployment race,2.541953125,32,32
treatment,expected_utility,utility,Trusted mediator,Chicken — Escalation,3.26859375,32,32
treatment,expected_utility,utility,Trusted mediator,Stag Hunt — Incident response,6.65,32,32
treatment,expected_utility,utility,Trusted mediator,Battle of the Sexes — Protocol selection,4.4468749999999995,32,32
treatment,expected_utility,utility,Trusted mediator,Weighted mean,4.22685546875,128,128
treatment,expected_utility,utility,Average,Prisoner's Dilemma — Deployment race,3.032447916666667,192,192
treatment,expected_utility,utility,Average,Chicken — Escalation,3.384322916666667,192,192
treatment,expected_utility,utility,Average,Stag Hunt — Incident response,4.858111979166667,192,192
treatment,expected_utility,utility,Average,Battle of the Sexes — Protocol selection,-1.9280208333333337,192,192
treatment,expected_utility,utility,Average,Weighted mean,2.3367154947916666,768,768
treatment,realized_utility,utility,Baseline,Prisoner's Dilemma — Deployment race,2.265625,32,32
treatment,realized_utility,utility,Baseline,Chicken — Escalation,2.0625,32,32
treatment,realized_utility,utility,Baseline,Stag Hunt — Incident response,2.390625,32,32
treatment,realized_utility,utility,Baseline,Battle of the Sexes — Protocol selection,-5.515625,32,32
treatment,realized_utility,utility,Baseline,Weighted mean,0.30078125,128,128
treatment,realized_utility,utility,Communication,Prisoner's Dilemma — Deployment race,2.9250000000000003,32,32
treatment,realized_utility,utility,Communication,Chicken — Escalation,3.184375,32,32
treatment,realized_utility,utility,Communication,Stag Hunt — Incident response,2.40625,32,32
treatment,realized_utility,utility,Communication,Battle of the Sexes — Protocol selection,-31.765625,32,32
treatment,realized_utility,utility,Communication,Weighted mean,-5.8125,128,128
treatment,realized_utility,utility,Binding commitment,Prisoner's Dilemma — Deployment race,3.2,32,32
treatment,realized_utility,utility,Binding commitment,Chicken — Escalation,3.1,32,32
treatment,realized_utility,utility,Binding commitment,Stag Hunt — Incident response,7.0,32,32
treatment,realized_utility,utility,Binding commitment,Battle of the Sexes — Protocol selection,5.5,32,32
treatment,realized_utility,utility,Binding commitment,Weighted mean,4.7,128,128
treatment,realized_utility,utility,Contract penalty,Prisoner's Dilemma — Deployment race,3.0,32,32
treatment,realized_utility,utility,Contract penalty,Chicken — Escalation,3.203125,32,32
treatment,realized_utility,utility,Contract penalty,Stag Hunt — Incident response,10.984375,32,32
treatment,realized_utility,utility,Contract penalty,Battle of the Sexes — Protocol selection,0.96875,32,32
treatment,realized_utility,utility,Contract penalty,Weighted mean,4.5390625,128,128
treatment,realized_utility,utility,Side payment,Prisoner's Dilemma — Deployment race,6.2,32,32
treatment,realized_utility,utility,Side payment,Chicken — Escalation,6.2,32,32
treatment,realized_utility,utility,Side payment,Stag Hunt — Incident response,6.4140625,32,32
treatment,realized_utility,utility,Side payment,Battle of the Sexes — Protocol selection,2.75,32,32
treatment,realized_utility,utility,Side payment,Weighted mean,5.391015625,128,128
treatment,realized_utility,utility,Trusted mediator,Prisoner's Dilemma — Deployment race,2.703125,32,32
treatment,realized_utility,utility,Trusted mediator,Chicken — Escalation,3.121875,32,32
treatment,realized_utility,utility,Trusted mediator,Stag Hunt — Incident response,4.0,32,32
treatment,realized_utility,utility,Trusted mediator,Battle of the Sexes — Protocol selection,4.765625,32,32
treatment,realized_utility,utility,Trusted mediator,Weighted mean,3.64765625,128,128
treatment,realized_utility,utility,Average,Prisoner's Dilemma — Deployment race,3.3822916666666667,192,192
treatment,realized_utility,utility,Average,Chicken — Escalation,3.478645833333333,192,192
treatment,realized_utility,utility,Average,Stag Hunt — Incident response,5.532552083333333,192,192
treatment,realized_utility,utility,Average,Battle of the Sexes — Protocol selection,-3.8828125,192,192
treatment,realized_utility,utility,Average,Weighted mean,2.127669270833333,768,768
treatment,expected_egalitarian_welfare,utility,Baseline,Prisoner's Dilemma — Deployment race,0.48187499999999994,32,32
treatment,expected_egalitarian_welfare,utility,Baseline,Chicken — Escalation,2.87875,32,32
treatment,expected_egalitarian_welfare,utility,Baseline,Stag Hunt — Incident response,-2.8234375,32,32
treatment,expected_egalitarian_welfare,utility,Baseline,Battle of the Sexes — Protocol selection,-5.3078125,32,32
treatment,expected_egalitarian_welfare,utility,Baseline,Weighted mean,-1.19265625,128,128
treatment,expected_egalitarian_welfare,utility,Communication,Prisoner's Dilemma — Deployment race,0.900625,32,32
treatment,expected_egalitarian_welfare,utility,Communication,Chicken — Escalation,2.55375,32,32
treatment,expected_egalitarian_welfare,utility,Communication,Stag Hunt — Incident response,-0.3257812499999997,32,32
treatment,expected_egalitarian_welfare,utility,Communication,Battle of the Sexes — Protocol selection,-7.776562500000001,32,32
treatment,expected_egalitarian_welfare,utility,Communication,Weighted mean,-1.1619921875,128,128
treatment,expected_egalitarian_welfare,utility,Binding commitment,Prisoner's Dilemma — Deployment race,2.96,32,32
treatment,expected_egalitarian_welfare,utility,Binding commitment,Chicken — Escalation,0.36000000000000004,32,32
treatment,expected_egalitarian_welfare,utility,Binding commitment,Stag Hunt — Incident response,6.65,32,32
treatment,expected_egalitarian_welfare,utility,Binding commitment,Battle of the Sexes — Protocol selection,3.95,32,32
treatment,expected_egalitarian_welfare,utility,Binding commitment,Weighted mean,3.48,128,128
treatment,expected_egalitarian_welfare,utility,Contract penalty,Prisoner's Dilemma — Deployment race,2.69,32,32
treatment,expected_egalitarian_welfare,utility,Contract penalty,Chicken — Escalation,-0.610625,32,32
treatment,expected_egalitarian_welfare,utility,Contract penalty,Stag Hunt — Incident response,5.84171875,32,32
treatment,expected_egalitarian_welfare,utility,Contract penalty,Battle of the Sexes — Protocol selection,-6.732499999999999,32,32
treatment,expected_egalitarian_welfare,utility,Contract penalty,Weighted mean,0.2971484375000002,128,128
treatment,expected_egalitarian_welfare,utility,Side payment,Prisoner's Dilemma — Deployment race,5.960000000000001,32,32
treatment,expected_egalitarian_welfare,utility,Side payment,Chicken — Escalation,5.960000000000001,32,32
treatment,expected_egalitarian_welfare,utility,Side payment,Stag Hunt — Incident response,6.95859375,32,32
treatment,expected_egalitarian_welfare,utility,Side payment,Battle of the Sexes — Protocol selection,-4.425000000000001,32,32
treatment,expected_egalitarian_welfare,utility,Side payment,Weighted mean,3.6133984375000003,128,128
treatment,expected_egalitarian_welfare,utility,Trusted mediator,Prisoner's Dilemma — Deployment race,2.0725,32,32
treatment,expected_egalitarian_welfare,utility,Trusted mediator,Chicken — Escalation,0.9287500000000001,32,32
treatment,expected_egalitarian_welfare,utility,Trusted mediator,Stag Hunt — Incident response,6.65,32,32
treatment,expected_egalitarian_welfare,utility,Trusted mediator,Battle of the Sexes — Protocol selection,3.3328125,32,32
treatment,expected_egalitarian_welfare,utility,Trusted mediator,Weighted mean,3.246015625,128,128
treatment,expected_egalitarian_welfare,utility,Average,Prisoner's Dilemma — Deployment race,2.5108333333333337,192,192
treatment,expected_egalitarian_welfare,utility,Average,Chicken — Escalation,2.0117708333333337,192,192
treatment,expected_egalitarian_welfare,utility,Average,Stag Hunt — Incident response,3.825182291666667,192,192
treatment,expected_egalitarian_welfare,utility,Average,Battle of the Sexes — Protocol selection,-2.826510416666667,192,192
treatment,expected_egalitarian_welfare,utility,Average,Weighted mean,1.3803190104166667,768,768
treatment,expected_nash_welfare,utility_squared,Baseline,Prisoner's Dilemma — Deployment race,37.0740625,32,32
treatment,expected_nash_welfare,utility_squared,Baseline,Chicken — Escalation,883.142128125,32,32
treatment,expected_nash_welfare,utility_squared,Baseline,Stag Hunt — Incident response,112.1597265625,32,32
treatment,expected_nash_welfare,utility_squared,Baseline,Battle of the Sexes — Protocol selection,231.352734375,32,32
treatment,expected_nash_welfare,utility_squared,Baseline,Weighted mean,315.932162890625,128,128
treatment,expected_nash_welfare,utility_squared,Communication,Prisoner's Dilemma — Deployment race,40.5096875,32,32
treatment,expected_nash_welfare,utility_squared,Communication,Chicken — Escalation,884.974240625,32,32
treatment,expected_nash_welfare,utility_squared,Communication,Stag Hunt — Incident response,153.04576171875001,32,32
treatment,expected_nash_welfare,utility_squared,Communication,Battle of the Sexes — Protocol selection,176.91679687500002,32,32
treatment,expected_nash_welfare,utility_squared,Communication,Weighted mean,313.8616216796875,128,128
treatment,expected_nash_welfare,utility_squared,Binding commitment,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,expected_nash_welfare,utility_squared,Binding commitment,Chicken — Escalation,0.0,32,32
treatment,expected_nash_welfare,utility_squared,Binding commitment,Stag Hunt — Incident response,0.0,32,32
treatment,expected_nash_welfare,utility_squared,Binding commitment,Battle of the Sexes — Protocol selection,0.0,32,32
treatment,expected_nash_welfare,utility_squared,Binding commitment,Weighted mean,0.0,128,128
treatment,expected_nash_welfare,utility_squared,Contract penalty,Prisoner's Dilemma — Deployment race,93.7024,32,32
treatment,expected_nash_welfare,utility_squared,Contract penalty,Chicken — Escalation,1053.5834906249997,32,32
treatment,expected_nash_welfare,utility_squared,Contract penalty,Stag Hunt — Incident response,287.4287304687501,32,32
treatment,expected_nash_welfare,utility_squared,Contract penalty,Battle of the Sexes — Protocol selection,336.4920562499999,32,32
treatment,expected_nash_welfare,utility_squared,Contract penalty,Weighted mean,442.80166933593745,128,128
treatment,expected_nash_welfare,utility_squared,Side payment,Prisoner's Dilemma — Deployment race,79.21000000000001,32,32
treatment,expected_nash_welfare,utility_squared,Side payment,Chicken — Escalation,1069.9441000000002,32,32
treatment,expected_nash_welfare,utility_squared,Side payment,Stag Hunt — Incident response,250.34115234375005,32,32
treatment,expected_nash_welfare,utility_squared,Side payment,Battle of the Sexes — Protocol selection,284.94375,32,32
treatment,expected_nash_welfare,utility_squared,Side payment,Weighted mean,421.10975058593755,128,128
treatment,expected_nash_welfare,utility_squared,Trusted mediator,Prisoner's Dilemma — Deployment race,49.29875,32,32
treatment,expected_nash_welfare,utility_squared,Trusted mediator,Chicken — Escalation,894.134803125,32,32
treatment,expected_nash_welfare,utility_squared,Trusted mediator,Stag Hunt — Incident response,296.70062500000006,32,32
treatment,expected_nash_welfare,utility_squared,Trusted mediator,Battle of the Sexes — Protocol selection,421.87851562500003,32,32
treatment,expected_nash_welfare,utility_squared,Trusted mediator,Weighted mean,415.50317343750004,128,128
treatment,expected_nash_welfare,utility_squared,Average,Prisoner's Dilemma — Deployment race,49.96581666666666,192,192
treatment,expected_nash_welfare,utility_squared,Average,Chicken — Escalation,797.62979375,192,192
treatment,expected_nash_welfare,utility_squared,Average,Stag Hunt — Incident response,183.2793326822917,192,192
treatment,expected_nash_welfare,utility_squared,Average,Battle of the Sexes — Protocol selection,241.93064218749998,192,192
treatment,expected_nash_welfare,utility_squared,Average,Weighted mean,318.2013963216146,768,768
treatment,catastrophe_probability,rate,Baseline,Prisoner's Dilemma — Deployment race,0.009375,32,32
treatment,catastrophe_probability,rate,Baseline,Chicken — Escalation,0.0,32,32
treatment,catastrophe_probability,rate,Baseline,Stag Hunt — Incident response,0.24062500000000003,32,32
treatment,catastrophe_probability,rate,Baseline,Battle of the Sexes — Protocol selection,0.234375,32,32
treatment,catastrophe_probability,rate,Baseline,Weighted mean,0.12109375,128,128
treatment,catastrophe_probability,rate,Communication,Prisoner's Dilemma — Deployment race,0.0046875,32,32
treatment,catastrophe_probability,rate,Communication,Chicken — Escalation,0.0,32,32
treatment,catastrophe_probability,rate,Communication,Stag Hunt — Incident response,0.1546875,32,32
treatment,catastrophe_probability,rate,Communication,Battle of the Sexes — Protocol selection,0.296875,32,32
treatment,catastrophe_probability,rate,Communication,Weighted mean,0.1140625,128,128
treatment,catastrophe_probability,rate,Binding commitment,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,catastrophe_probability,rate,Binding commitment,Chicken — Escalation,0.0,32,32
treatment,catastrophe_probability,rate,Binding commitment,Stag Hunt — Incident response,0.0,32,32
treatment,catastrophe_probability,rate,Binding commitment,Battle of the Sexes — Protocol selection,0.0,32,32
treatment,catastrophe_probability,rate,Binding commitment,Weighted mean,0.0,128,128
treatment,catastrophe_probability,rate,Contract penalty,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,catastrophe_probability,rate,Contract penalty,Chicken — Escalation,0.0,32,32
treatment,catastrophe_probability,rate,Contract penalty,Stag Hunt — Incident response,0.0171875,32,32
treatment,catastrophe_probability,rate,Contract penalty,Battle of the Sexes — Protocol selection,0.21875,32,32
treatment,catastrophe_probability,rate,Contract penalty,Weighted mean,0.058984375,128,128
treatment,catastrophe_probability,rate,Side payment,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,catastrophe_probability,rate,Side payment,Chicken — Escalation,0.0,32,32
treatment,catastrophe_probability,rate,Side payment,Stag Hunt — Incident response,0.0859375,32,32
treatment,catastrophe_probability,rate,Side payment,Battle of the Sexes — Protocol selection,0.25,32,32
treatment,catastrophe_probability,rate,Side payment,Weighted mean,0.083984375,128,128
treatment,catastrophe_probability,rate,Trusted mediator,Prisoner's Dilemma — Deployment race,0.0046875,32,32
treatment,catastrophe_probability,rate,Trusted mediator,Chicken — Escalation,0.0,32,32
treatment,catastrophe_probability,rate,Trusted mediator,Stag Hunt — Incident response,0.0,32,32
treatment,catastrophe_probability,rate,Trusted mediator,Battle of the Sexes — Protocol selection,0.015625,32,32
treatment,catastrophe_probability,rate,Trusted mediator,Weighted mean,0.005078125,128,128
treatment,catastrophe_probability,rate,Average,Prisoner's Dilemma — Deployment race,0.0031249999999999997,192,192
treatment,catastrophe_probability,rate,Average,Chicken — Escalation,0.0,192,192
treatment,catastrophe_probability,rate,Average,Stag Hunt — Incident response,0.08307291666666668,192,192
treatment,catastrophe_probability,rate,Average,Battle of the Sexes — Protocol selection,0.16927083333333334,192,192
treatment,catastrophe_probability,rate,Average,Weighted mean,0.0638671875,768,768
treatment,catastrophic_realization,rate,Baseline,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,catastrophic_realization,rate,Baseline,Chicken — Escalation,0.0,32,32
treatment,catastrophic_realization,rate,Baseline,Stag Hunt — Incident response,0.0,32,32
treatment,catastrophic_realization,rate,Baseline,Battle of the Sexes — Protocol selection,0.46875,32,32
treatment,catastrophic_realization,rate,Baseline,Weighted mean,0.1171875,128,128
treatment,catastrophic_realization,rate,Communication,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,catastrophic_realization,rate,Communication,Chicken — Escalation,0.0,32,32
treatment,catastrophic_realization,rate,Communication,Stag Hunt — Incident response,0.28125,32,32
treatment,catastrophic_realization,rate,Communication,Battle of the Sexes — Protocol selection,0.59375,32,32
treatment,catastrophic_realization,rate,Communication,Weighted mean,0.21875,128,128
treatment,catastrophic_realization,rate,Binding commitment,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,catastrophic_realization,rate,Binding commitment,Chicken — Escalation,0.0,32,32
treatment,catastrophic_realization,rate,Binding commitment,Stag Hunt — Incident response,0.0,32,32
treatment,catastrophic_realization,rate,Binding commitment,Battle of the Sexes — Protocol selection,0.0,32,32
treatment,catastrophic_realization,rate,Binding commitment,Weighted mean,0.0,128,128
treatment,catastrophic_realization,rate,Contract penalty,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,catastrophic_realization,rate,Contract penalty,Chicken — Escalation,0.0,32,32
treatment,catastrophic_realization,rate,Contract penalty,Stag Hunt — Incident response,0.03125,32,32
treatment,catastrophic_realization,rate,Contract penalty,Battle of the Sexes — Protocol selection,0.0,32,32
treatment,catastrophic_realization,rate,Contract penalty,Weighted mean,0.0078125,128,128
treatment,catastrophic_realization,rate,Side payment,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,catastrophic_realization,rate,Side payment,Chicken — Escalation,0.0,32,32
treatment,catastrophic_realization,rate,Side payment,Stag Hunt — Incident response,0.0,32,32
treatment,catastrophic_realization,rate,Side payment,Battle of the Sexes — Protocol selection,0.0,32,32
treatment,catastrophic_realization,rate,Side payment,Weighted mean,0.0,128,128
treatment,catastrophic_realization,rate,Trusted mediator,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,catastrophic_realization,rate,Trusted mediator,Chicken — Escalation,0.0,32,32
treatment,catastrophic_realization,rate,Trusted mediator,Stag Hunt — Incident response,0.0,32,32
treatment,catastrophic_realization,rate,Trusted mediator,Battle of the Sexes — Protocol selection,0.03125,32,32
treatment,catastrophic_realization,rate,Trusted mediator,Weighted mean,0.0078125,128,128
treatment,catastrophic_realization,rate,Average,Prisoner's Dilemma — Deployment race,0.0,192,192
treatment,catastrophic_realization,rate,Average,Chicken — Escalation,0.0,192,192
treatment,catastrophic_realization,rate,Average,Stag Hunt — Incident response,0.052083333333333336,192,192
treatment,catastrophic_realization,rate,Average,Battle of the Sexes — Protocol selection,0.18229166666666666,192,192
treatment,catastrophic_realization,rate,Average,Weighted mean,0.05859375,768,768
treatment,mediator_compliance,rate,Baseline,Prisoner's Dilemma — Deployment race,,0,32
treatment,mediator_compliance,rate,Baseline,Chicken — Escalation,,0,32
treatment,mediator_compliance,rate,Baseline,Stag Hunt — Incident response,,0,32
treatment,mediator_compliance,rate,Baseline,Battle of the Sexes — Protocol selection,,0,32
treatment,mediator_compliance,rate,Baseline,Weighted mean,,0,128
treatment,mediator_compliance,rate,Communication,Prisoner's Dilemma — Deployment race,,0,32
treatment,mediator_compliance,rate,Communication,Chicken — Escalation,,0,32
treatment,mediator_compliance,rate,Communication,Stag Hunt — Incident response,,0,32
treatment,mediator_compliance,rate,Communication,Battle of the Sexes — Protocol selection,,0,32
treatment,mediator_compliance,rate,Communication,Weighted mean,,0,128
treatment,mediator_compliance,rate,Binding commitment,Prisoner's Dilemma — Deployment race,,0,32
treatment,mediator_compliance,rate,Binding commitment,Chicken — Escalation,,0,32
treatment,mediator_compliance,rate,Binding commitment,Stag Hunt — Incident response,,0,32
treatment,mediator_compliance,rate,Binding commitment,Battle of the Sexes — Protocol selection,,0,32
treatment,mediator_compliance,rate,Binding commitment,Weighted mean,,0,128
treatment,mediator_compliance,rate,Contract penalty,Prisoner's Dilemma — Deployment race,,0,32
treatment,mediator_compliance,rate,Contract penalty,Chicken — Escalation,,0,32
treatment,mediator_compliance,rate,Contract penalty,Stag Hunt — Incident response,,0,32
treatment,mediator_compliance,rate,Contract penalty,Battle of the Sexes — Protocol selection,,0,32
treatment,mediator_compliance,rate,Contract penalty,Weighted mean,,0,128
treatment,mediator_compliance,rate,Side payment,Prisoner's Dilemma — Deployment race,,0,32
treatment,mediator_compliance,rate,Side payment,Chicken — Escalation,,0,32
treatment,mediator_compliance,rate,Side payment,Stag Hunt — Incident response,,0,32
treatment,mediator_compliance,rate,Side payment,Battle of the Sexes — Protocol selection,,0,32
treatment,mediator_compliance,rate,Side payment,Weighted mean,,0,128
treatment,mediator_compliance,rate,Trusted mediator,Prisoner's Dilemma — Deployment race,0.921875,32,32
treatment,mediator_compliance,rate,Trusted mediator,Chicken — Escalation,0.890625,32,32
treatment,mediator_compliance,rate,Trusted mediator,Stag Hunt — Incident response,1.0,32,32
treatment,mediator_compliance,rate,Trusted mediator,Battle of the Sexes — Protocol selection,0.984375,32,32
treatment,mediator_compliance,rate,Trusted mediator,Weighted mean,0.94921875,128,128
treatment,mediator_compliance,rate,Average,Prisoner's Dilemma — Deployment race,0.921875,32,192
treatment,mediator_compliance,rate,Average,Chicken — Escalation,0.890625,32,192
treatment,mediator_compliance,rate,Average,Stag Hunt — Incident response,1.0,32,192
treatment,mediator_compliance,rate,Average,Battle of the Sexes — Protocol selection,0.984375,32,192
treatment,mediator_compliance,rate,Average,Weighted mean,0.94921875,128,768
treatment,communication_honesty,rate,Baseline,Prisoner's Dilemma — Deployment race,,0,32
treatment,communication_honesty,rate,Baseline,Chicken — Escalation,,0,32
treatment,communication_honesty,rate,Baseline,Stag Hunt — Incident response,,0,32
treatment,communication_honesty,rate,Baseline,Battle of the Sexes — Protocol selection,,0,32
treatment,communication_honesty,rate,Baseline,Weighted mean,,0,128
treatment,communication_honesty,rate,Communication,Prisoner's Dilemma — Deployment race,0.84375,32,32
treatment,communication_honesty,rate,Communication,Chicken — Escalation,0.78125,32,32
treatment,communication_honesty,rate,Communication,Stag Hunt — Incident response,0.515625,32,32
treatment,communication_honesty,rate,Communication,Battle of the Sexes — Protocol selection,0.265625,32,32
treatment,communication_honesty,rate,Communication,Weighted mean,0.6015625,128,128
treatment,communication_honesty,rate,Binding commitment,Prisoner's Dilemma — Deployment race,,0,32
treatment,communication_honesty,rate,Binding commitment,Chicken — Escalation,,0,32
treatment,communication_honesty,rate,Binding commitment,Stag Hunt — Incident response,,0,32
